date,1a. open (CNY),1b. open (USD),2a. high (CNY),2b. high (USD),3a. low (CNY),3b. low (USD),4a. close (CNY),4b. close (USD),5. volume,6. market cap (USD),20dma,50dma,200dma,daily_return,monthly_return,annual_return,label
2021-12-28,25725.973284,4037.22,25726.037006,4037.23,25278.5174,3967.0,25361.356,3980.0,43991.49,43991.49,4016.4620000000004,4243.606,3339.61265,-0.014175560966306122,-0.07579416682147488,0.7081325133152792,1
2021-12-27,25893.880754,4063.57,26301.000612,4127.46,25686.3382,4031.0,25726.037006,4037.23,222202.1383,222202.1383,4029.9205,4255.1132,3331.78195,-0.006479540107688808,-0.07138667629652296,0.8681193085067003,1
2021-12-26,26090.080792,4094.36,26157.881,4105.0,25488.8,4000.0,25893.817032,4063.56,189309.255,189309.255,4044.1220000000003,4264.201999999999,3324.51505,-0.007636458656403278,-0.03166493504017687,0.8176271671646598,1
2021-12-25,25784.15147,4046.35,26367.590102,4137.91,25607.450364,4018.62,26093.075726,4094.83,208126.8805,208126.8805,4049.2025000000003,4271.7902,3316.5770500000003,0.011978667246611785,-0.005445382233286833,0.766840697273041,1
2021-12-24,26198.726802,4111.41,26348.027448,4134.84,25598.210674,4017.17,25784.215192,4046.36,230741.8072,230741.8072,4052.7470000000003,4281.509399999999,3309.3055,-0.015821822683702136,-0.04017572282854909,0.6702068379102395,1
2021-12-23,25358.233622,3979.51,26444.63,4150.0,24808.440206,3893.23,26198.726802,4111.41,380207.8166,380207.8166,4057.9629999999997,4291.3482,3302.30805,0.0331447841568433,-0.08862367302785734,0.63537970756233,1
2021-12-22,25580.623402,4014.41,25965.886614,4074.87,25064.41148,3933.4,25358.233622,3979.51,303191.8076,303191.8076,4084.5480000000002,4303.5558,3295.54915,-0.008629473238419005,-0.13167064881790103,0.6359080818876923,1
2021-12-21,25136.544784,3944.72,25890.2486,4063.0,24935.756762,3913.21,25578.96663,4014.15,340826.3553,340826.3553,4112.987999999999,4309.6614,3288.92595,0.017598162611889734,-0.13306164232678086,0.7458974682388146,1
2021-12-20,25005.404908,3924.14,25382.830314,3983.37,23914.8666,3753.0,25136.608506,3944.73,366916.4771,366916.4771,4147.264499999999,4316.5109999999995,3283.48855,0.005247009535847447,-0.11245283528292072,0.8453236905257544,1
2021-12-19,25233.465946,3959.93,25695.450446,4032.43,24749.6248,3884.0,25005.404908,3924.14,306006.323,306006.323,4173.284,4324.4818,3277.39895,-0.009038038551186456,-0.08630011316062758,0.8240275918488769,1
2021-12-18,24695.015046,3875.43,25469.237346,3996.93,24004.141122,3767.01,25233.465946,3959.93,339593.2543,339593.2543,4190.0265,4333.661,3270.7721500000002,0.02180666869655412,-0.03305260433327073,0.8560808815602605,1
2021-12-17,25228.240742,3959.11,25451.20402,3994.1,23577.14,3700.0,24694.951324,3875.42,463370.9225,463370.9225,4201.0199999999995,4341.8730000000005,3264.9258,-0.020891283971390395,-0.04102246857369096,0.8750187481554235,1
2021-12-16,25613.312788,4019.54,26211.598646,4113.43,25119.913342,3942.11,25221.868542,3958.11,368780.031,368780.031,4205.174499999999,4341.1508,3257.0651500000004,-0.015170138439642877,-0.12525056079207053,0.9025167511031214,1
2021-12-15,24590.256078,3858.99,26076.444284,4092.22,23218.576306,3643.73,25610.381576,4019.08,542068.0573,542068.0573,4230.463,4343.399600000001,3248.3634500000003,0.04148494813409731,-0.058622369629171556,1.046927123918369,1
2021-12-14,24099.150624,3781.92,24741.595828,3882.74,23481.557,3685.0,24590.256078,3858.99,395145.7462,395145.7462,4250.9815,4350.6272,3241.1290000000004,0.02037583984896596,-0.11071705104806151,0.8269916343545385,1
2021-12-13,26317.186,4130.0,26398.43155,4142.75,23395.21369,3671.45,24099.214346,3781.93,533467.2307,533467.2307,4278.857,4356.635200000001,3235.9305,-0.08427845036319614,-0.07441072744048538,0.7946122673651641,1
2021-12-12,26060.258896,4089.68,26595.205086,4173.63,25401.18225,3986.25,26317.186,4130.0,260535.5157,260535.5157,4276.655499999999,4357.3776,3229.7052000000003,0.009935515739588174,-0.030131671954366945,0.9896998106653692,1
2021-12-11,24840.810982,3898.31,26107.413176,4097.08,24394.183484,3828.22,26058.283514,4089.37,427853.4343,427853.4343,4285.1025,4355.0342,3222.7839000000004,0.049110555832054814,-0.07316127891717683,1.036011590623942,1
2021-12-10,26161.959208,4105.64,26961.287976,4231.08,24771.099114,3887.37,24838.453268,3897.94,563236.5671,563236.5671,4310.814,4358.135200000001,3216.5363500000003,-0.05058894593778318,-0.09239631551006344,0.826853947855593,1
2021-12-09,28272.877902,4436.91,28598.4336,4488.0,25974.106752,4076.16,26161.959208,4105.64,462173.711,462173.711,4320.2699999999995,4359.245400000001,3206.4901,-0.07466232130018402,0.027206084715654777,1.0861461853103327,1
2021-12-08,27441.24208,4306.4,28359.412378,4450.49,26909.48199,4222.95,28272.877902,4436.91,429403.9351,429403.9351,4298.2695,4348.0478,3195.7799,0.030306056102544998,0.0347754093008068,1.31164913487238,1
2021-12-07,27703.585554,4347.57,28196.985,4425.0,27119.573424,4255.92,27441.24208,4306.4,420749.751,420749.751,4297.3395,4336.8189999999995,3186.4028,-0.009474214449844753,0.02295617802440031,1.339849820153657,1
2021-12-06,26740.554968,4196.44,27885.70303,4376.15,24985.3962,3921.0,27703.712998,4347.59,726742.9638,726742.9638,4290.448,4326.8042,3178.5079499999997,0.03601862531097799,-0.0473708198028826,1.3930722062595637,1
2021-12-05,26235.94045,4117.25,27070.316318,4248.19,25688.823358,4031.39,26740.554968,4196.44,536325.4413,536325.4413,4308.8150000000005,4319.4746,3169.7203499999996,0.01923371182221123,-0.09295579811952892,1.4875015560073739,1
2021-12-04,26858.886722,4215.01,27009.143198,4238.59,22326.149696,3503.68,26235.94045,4117.25,1111773.1451,1111773.1451,4334.2775,4314.509399999999,3166.0094499999996,-0.023360129799583795,-0.11347937678176157,1.4040510793341232,1
2021-12-03,28747.22447,4511.35,29661.826336,4654.88,25695.8965,4032.5,26863.474706,4215.73,677974.8659,677974.8659,4355.705,4306.0112,3161.3433499999996,-0.0654990567940753,-0.0963956394439135,1.481534458807186,1
2021-12-02,29203.47399,4582.95,29534.063726,4634.83,28247.9626,4433.0,28746.332362,4511.21,451861.9545,451861.9545,4363.4175,4287.9354,3156.6978000000004,-0.015653672852638523,-0.04403263403263402,1.8448610743249207,1
