date,1a. open (CNY),1b. open (USD),2a. high (CNY),2b. high (USD),3a. low (CNY),3b. low (USD),4a. close (CNY),4b. close (USD),5. volume,6. market cap (USD),20dma,50dma,200dma,daily_return,monthly_return,annual_return,label
2021-12-28,9.6608616,1.516,9.6608616,1.516,9.3932124,1.474,9.463311,1.485,22004613.9,22004613.9,1.3236500000000002,1.58928,1.829924,-0.02044854881266489,0.07764876632801188,0.17216175042821402,-1
2021-12-27,9.272133,1.455,10.1579244,1.594,9.24027,1.45,9.6608616,1.516,181366355.6,181366355.6,1.31675,1.5993799999999998,1.830008,0.041924398625429404,0.06760563380281703,0.26915027208036846,-1
2021-12-26,9.2593878,1.453,9.3486042,1.467,8.9662482,1.407,9.272133,1.455,103769249.9,103769249.9,1.315,1.61038,1.8308725,0.0020661157024794985,0.05587808417997109,0.13945165357537226,-1
2021-12-25,8.8770318,1.393,9.303996,1.46,8.8005606,1.381,9.2530152,1.452,87587873.9,87587873.9,1.3113,1.6209799999999999,1.8315219999999999,0.0431034482758621,0.022535211267605604,0.06138799140363438,-1
2021-12-24,9.399585,1.475,9.5015466,1.491,8.8005606,1.381,8.8706592,1.392,126334018.1,126334018.1,1.3127,1.6328,1.8323915,-0.05627118644067808,-0.1053984575835476,-0.012688933179184292,-1
2021-12-23,8.4564402,1.327,9.495174,1.49,8.3289882,1.307,9.399585,1.475,216795659.8,216795659.8,1.31675,1.6445599999999998,1.8334020000000002,0.11152976639035428,-0.14194299011052935,-0.002164795020971333,-1
2021-12-22,8.1505554,1.279,8.7240894,1.369,8.1314376,1.276,8.4564402,1.327,161174698.1,161174698.1,1.33635,1.65744,1.8350425000000001,0.03671874999999991,-0.14276485788113702,-0.08540787913875336,-1
2021-12-21,7.8892788,1.238,8.2142814,1.289,7.8191802,1.227,8.156928,1.28,122949048.2,122949048.2,1.3497499999999998,1.67082,1.837181,0.03476151980598208,-0.17631917631917637,-0.09377964685725615,-1
2021-12-20,7.9275144,1.244,8.0358486,1.261,7.6534926,1.201,7.8829062,1.237,123106967.7,123106967.7,1.3656000000000001,1.68536,1.8402224999999999,-0.00482703137570395,-0.2273579013116801,-0.05882173916351541,-1
2021-12-19,7.9147692,1.242,8.3608512,1.312,7.902024,1.24,7.9211418,1.243,124074683.5,124074683.5,1.3835,1.6996,1.8427745,0.0008051529790660261,-0.2202007528230866,-0.016263701476000092,-1
2021-12-18,7.7618268,1.218,8.0740842,1.267,7.64712,1.2,7.9147692,1.242,81211094.1,81211094.1,1.4011,1.71506,1.8452460000000002,0.019704433497536922,-0.19507453013609843,0.020148340410852006,-1
2021-12-17,7.902024,1.24,8.0231034,1.259,7.5324132,1.182,7.7618268,1.218,138092226.1,138092226.1,1.41735,1.7304399999999998,1.8478424999999998,-0.01774193548387093,-0.20547945205479445,0.013302717947438092,-1
2021-12-16,8.3544786,1.311,8.4819306,1.331,7.8765336,1.236,7.902024,1.24,117662885.3,117662885.3,1.432,1.74388,1.849518,-0.05415713196033556,-0.25970149253731345,0.017010317733707314,-1
