date,open,high,low,orig_close,close,volume,dividend,split,lower,upper,middle,rsi,ema,macdhist,macd,macdsignal,20dma,50dma,200dma,label,daily_return,monthly_return,annual_return
2021-12-17,136.3,142.04,136.11,137.75,137.75,55692280.0,0.0,1.0,163.0293,146.6315,130.2337,49.3596,142.4257,-1.9892,-0.2373,1.7519,147.495,134.84040000000002,101.40095,1,-0.0064195037507212005,-0.08979780626404121,0.42244940107393636
2021-12-16,147.0,147.93,137.02,138.64,138.64,63369550.0,0.0,1.0,163.7493,147.495,131.2407,49.9126,142.9179,-2.1199,0.1293,2.2492,148.13000000000002,134.1404,101.09649999999999,1,-0.05365187713310593,-0.09058707773040342,0.43149199793495097
2021-12-15,135.11,146.69,133.81,146.5,146.5,72425783.0,0.0,1.0,163.9371,148.13,132.3229,55.0914,143.3682,-2.2745,0.5048,2.7792,148.4275,133.2466,100.7683,1,0.0803834808259587,6.826404532733754e-05,0.5084431630971993
2021-12-14,131.67,137.24,130.6,135.6,135.6,50754642.0,0.0,1.0,164.3244,148.4275,132.5306,47.9807,143.0385,-3.1715,0.1763,3.3478,148.972,132.5414,100.51095,1,0.013452914798206095,-0.08310230576780031,0.43068157839206567
2021-12-13,138.25,139.4,133.415,133.8,133.8,42173963.0,0.0,1.0,163.7831,148.972,134.1609,46.6557,143.8215,-3.2764,0.8644,4.1407,149.6765,131.9144,100.2739,1,-0.03428365211115125,-0.08362440928703496,0.4599018003273323
2021-12-10,141.29,141.365,135.82,138.55,138.55,42224275.0,0.0,1.0,162.7753,149.6765,136.5777,49.8383,144.8764,-3.0465,1.9133,4.9598,150.0495,131.2014,100.00370000000001,1,0.0032585083272991255,-0.009437334667905861,0.5115644774165395
2021-12-09,145.16,146.69,137.8,138.1,138.1,53019926.0,0.0,1.0,162.2541,150.0495,137.8449,49.5284,145.5423,-2.9809,2.7406,5.7215,150.13799999999998,130.4464,99.7253,1,-0.04916001101624912,-0.07265645984421165,0.5373483246131581
2021-12-08,144.96,147.04,142.7,145.24,145.24,40977478.0,0.0,1.0,162.016,150.138,138.26,54.6136,146.3258,-2.6642,3.8025,6.4667,150.322,129.572,99.43379999999999,1,0.002692440455643874,-0.03276505061267976,0.5630650021523893
2021-12-07,143.9,145.76,141.0001,144.85,144.85,53359432.0,0.0,1.0,162.0032,150.322,138.6408,54.3705,146.44,-2.7572,4.3756,7.1327,150.5875,128.8382,99.13325,1,0.041636703581187984,0.062417485697520814,0.5398107792069735
2021-12-06,141.135,141.31,134.2,139.06,139.06,66776493.0,0.0,1.0,161.9973,150.5875,139.1777,50.6418,146.6074,-2.7389,5.0831,7.822,150.45149999999998,128.173,98.8648,1,-0.03437261301298511,0.011345454545454547,0.4787324542747766
2021-12-03,151.645,152.38,140.72,144.01,144.01,65910028.0,0.0,1.0,162.457,150.4515,138.446,54.2417,147.4019,-2.005,6.5017,8.5067,150.126,127.4158,98.59265,1,-0.04426599415980892,0.10327127863326435,0.5600693316000431
2021-12-02,147.675,152.53,146.47,150.68,150.68,56161216.0,0.0,1.0,163.1244,150.126,137.1276,59.6717,147.7589,-1.2941,7.7139,9.008,149.11849999999998,126.48980000000002,98.28245000000001,1,0.01052913956139756,0.18060017237326664,0.6074247919778111
2021-12-01,160.37,160.88,148.92,149.11,149.11,64185119.0,0.0,1.0,164.6632,149.1185,133.5738,58.7483,147.4514,-0.8618,8.4697,9.3315,148.04450000000003,125.564,97.9866,1,-0.05847066995011674,0.19068913199712534,0.6097376659829432
2021-11-30,163.28,164.4599,155.6801,158.37,158.37,75182545.0,0.0,1.0,166.1932,148.0445,129.8958,67.3951,147.2769,-0.0759,9.471,9.547,146.3875,124.4276,97.65205,1,-0.021863998517694938,0.31722531814023114,0.7091517375350747
2021-11-29,157.5,162.505,156.1,161.91,161.91,57438867.0,0.0,1.0,166.4167,146.3875,126.3583,71.2011,146.1092,0.1026,9.6685,9.5659,144.30349999999999,123.26700000000001,97.31135,1,0.04586267037013103,0.33633212281280955,0.856979011354513
2021-11-26,155.8,158.1,152.81,154.81,154.81,36245068.0,0.0,1.0,166.0394,144.3035,122.5676,67.7286,144.4459,-0.1208,9.4195,9.5403,142.621,122.29520000000001,97.00059999999999,1,-0.018948035487959536,0.26602878639188754,0.7853765424979819
